Year,Age,Deaths,Region,Pop,Mortality rate
2011,0,400.8,Italia,553218,0.0007244883572118044
2011,1,400.8,Italia,561694,0.0007135557794813546
2011,2,400.8,Italia,569064,0.0007043144532073722
2011,3,400.8,Italia,565219,0.0007091056740838507
2011,4,400.8,Italia,565563,0.0007086743651900849
2011,5,48.4,Italia,562064,8.611119018474765e-05
2011,6,48.4,Italia,566952,8.536877901480195e-05
2011,7,48.4,Italia,561735,8.61616242534291e-05
2011,8,48.4,Italia,557192,8.686413300980631e-05
2011,9,48.4,Italia,562052,8.611302868773708e-05
2011,10,56.4,Italia,571096,9.875747685152759e-05
2011,11,56.4,Italia,561199,0.00010049910994139334
2011,12,56.4,Italia,561491,0.00010044684598684573
2011,13,56.4,Italia,559950,0.0001007232788641843
2011,14,56.4,Italia,561392,0.00010046455952347023
2011,15,146.0,Italia,560238,0.00026060352921436963
2011,16,146.0,Italia,567923,0.0002570771037623058
2011,17,146.0,Italia,581230,0.00025119143884520757
2011,18,146.0,Italia,604124,0.00024167223947401526
2011,19,146.0,Italia,603863,0.00024177669438266627
2011,20,230.8,Italia,612576,0.0003767695763464452
2011,21,230.8,Italia,610542,0.000378024771432596
2011,22,230.8,Italia,623820,0.0003699785194447116
2011,23,230.8,Italia,611599,0.0003773714476315364
2011,24,230.8,Italia,616494,0.0003743750952969534
2011,25,254.0,Italia,639200,0.00039737171464330416
2011,26,254.0,Italia,654087,0.00038832754664134894
2011,27,254.0,Italia,668204,0.00038012343535806433
2011,28,254.0,Italia,693946,0.0003660227164649699
2011,29,254.0,Italia,701935,0.000361856867088833
2011,30,352.8,Italia,723586,0.0004875716224470899
2011,31,352.8,Italia,751830,0.00046925501775667375
2011,32,352.8,Italia,794814,0.0004438774354754697
2011,33,352.8,Italia,822683,0.0004288407564031346
2011,34,352.8,Italia,861703,0.00040942180774582426
2011,35,572.8,Italia,902528,0.0006346617501063679
2011,36,572.8,Italia,942128,0.0006079853268345702
2011,37,572.8,Italia,938132,0.0006105750576677908
2011,38,572.8,Italia,947990,0.0006042257829723942
2011,39,572.8,Italia,959107,0.0005972222077411591
2011,40,953.0,Italia,951856,0.0010012018624665916
2011,41,953.0,Italia,979184,0.0009732593669831206
2011,42,953.0,Italia,972222,0.0009802287954808675
2011,43,953.0,Italia,977076,0.0009753591327593759
2011,44,953.0,Italia,990052,0.000962575703094383
2011,45,1596.6,Italia,989357,0.0016137754117067954
2011,46,1596.6,Italia,1003176,0.0015915452522787625
2011,47,1596.6,Italia,941770,0.0016953183898404068
2011,48,1596.6,Italia,911060,0.001752464162623757
2011,49,1596.6,Italia,893628,0.0017866494783064092
2011,50,2247.8,Italia,866805,0.002593201469765403
2011,51,2247.8,Italia,846821,0.002654398036893275
2011,52,2247.8,Italia,810088,0.0027747602729579998
2011,53,2247.8,Italia,803336,0.0027980819980680566
2011,54,2247.8,Italia,788861,0.0028494246768442097
2011,55,3209.2,Italia,775430,0.00413860696645732
2011,56,3209.2,Italia,764271,0.004199034112245525
2011,57,3209.2,Italia,730457,0.004393413986038877
2011,58,3209.2,Italia,720533,0.00445392508046127
2011,59,3209.2,Italia,719456,0.004460592447627096
2011,60,5172.2,Italia,747089,0.006923137671683025
2011,61,5172.2,Italia,751973,0.006878172487576016
2011,62,5172.2,Italia,786022,0.006580222945413741
2011,63,5172.2,Italia,769030,0.006725615385615645
2011,64,5172.2,Italia,770265,0.006714831908499023
2011,65,6786.0,Italia,594956,0.011405885477245376
2011,66,6786.0,Italia,611422,0.011098717416121761
2011,67,6786.0,Italia,617482,0.010989794034481977
2011,68,6786.0,Italia,612840,0.011073037008028197
2011,69,6786.0,Italia,615244,0.011029770302514124
2011,70,10766.2,Italia,674165,0.015969681012808438
2011,71,10766.2,Italia,660569,0.016298373069278154
2011,72,10766.2,Italia,638137,0.016871298796339973
2011,73,10766.2,Italia,586796,0.018347432497835707
2011,74,10766.2,Italia,546804,0.01968932195082699
2011,75,15722.0,Italia,552626,0.028449620539026395
2011,76,15722.0,Italia,528587,0.029743448098420885
2011,77,15722.0,Italia,505137,0.03112422966442767
2011,78,15722.0,Italia,477223,0.0329447658641767
2011,79,15722.0,Italia,465205,0.03379585344095614
2011,80,22491.4,Italia,465001,0.048368498132262086
2011,81,22491.4,Italia,407354,0.05521340161137488
2011,82,22491.4,Italia,381487,0.05895718595915458
2011,83,22491.4,Italia,356922,0.06301488840699089
2011,84,22491.4,Italia,320860,0.0700972386710715
2011,85,25258.2,Italia,290266,0.08701742539601608
2011,86,25258.2,Italia,259529,0.09732322784736966
2011,87,25258.2,Italia,232945,0.10842988688316985
2011,88,25258.2,Italia,201579,0.12530174274105935
2011,89,25258.2,Italia,171972,0.14687390970623126
2011,90,14052.2,Italia,143230,0.09810933463659849
2011,91,14052.2,Italia,78656,0.17865388527257933
2011,92,14052.2,Italia,48904,0.2873425486667757
2011,93,14052.2,Italia,41402,0.3394087242162215
2011,94,14052.2,Italia,40342,0.34832680581032177
2011,95,6973.833333333333,Italia,38736,0.18003493735371057
2011,96,6973.833333333333,Italia,29780,0.23417841952093127
2011,97,6973.833333333333,Italia,21305,0.3273331768755378
2011,98,6973.833333333333,Italia,14740,0.4731230212573496
2011,99,6973.833333333333,Italia,9207,0.7574490423952789
2011,100,6973.833333333333,Italia,13106,0.5321099750750292
2012,0,382.2,Italia,537347,0.0007112722319097342
2012,1,382.2,Italia,551720,0.0006927426955702168
2012,2,382.2,Italia,560943,0.0006813526508040923
2012,3,382.2,Italia,568135,0.0006727274327404578
2012,4,382.2,Italia,565624,0.000675713901814633
2012,5,40.4,Italia,566438,7.132289853434974e-05
2012,6,40.4,Italia,563169,7.173690313209711e-05
2012,7,40.4,Italia,567808,7.115081154192967e-05
2012,8,40.4,Italia,563165,7.173741265881224e-05
2012,9,40.4,Italia,558982,7.227424138881037e-05
2012,10,50.0,Italia,564793,8.852800937688675e-05
2012,11,50.0,Italia,574185,8.707994810035094e-05
2012,12,50.0,Italia,563954,8.865971338087859e-05
2012,13,50.0,Italia,564733,8.853741502621593e-05
2012,14,50.0,Italia,563250,8.87705281846427e-05
2012,15,129.6,Italia,564605,0.0002295410065443983
2012,16,129.6,Italia,563391,0.00023003562357226152
2012,17,129.6,Italia,571802,0.0002266518829944631
2012,18,129.6,Italia,586324,0.0002210381973107019
2012,19,129.6,Italia,610128,0.00021241444418220438
2012,20,203.8,Italia,609674,0.00033427700705623007
2012,21,203.8,Italia,618718,0.00032939077253288254
2012,22,203.8,Italia,618115,0.0003297121085882077
2012,23,203.8,Italia,632527,0.00032219968475654005
2012,24,203.8,Italia,620643,0.00032836912685714655
2012,25,236.2,Italia,625221,0.0003777864147237537
2012,26,236.2,Italia,648230,0.00036437684155315244
2012,27,236.2,Italia,662630,0.0003564583553415933
2012,28,236.2,Italia,677576,0.00034859558189782397
2012,29,236.2,Italia,701007,0.00033694385362770983
2012,30,323.8,Italia,708916,0.0004567536915516084
2012,31,323.8,Italia,727308,0.0004452034076347297
2012,32,323.8,Italia,753237,0.0004298779799717752
2012,33,323.8,Italia,795912,0.0004068288956568063
2012,34,323.8,Italia,824202,0.0003928648559455085
2012,35,575.4,Italia,862572,0.0006670747485427303
2012,36,575.4,Italia,905540,0.0006354219581686066
2012,37,575.4,Italia,944130,0.0006094499698134791
2012,38,575.4,Italia,939840,0.0006122318692543411
2012,39,575.4,Italia,949399,0.000606067628046796
2012,40,945.0,Italia,960310,0.0009840572315189886
2012,41,945.0,Italia,953006,0.0009915992134362217
2012,42,945.0,Italia,980248,0.0009640417526993169
2012,43,945.0,Italia,973900,0.0009703254954307424
2012,44,945.0,Italia,978769,0.0009654984986242923
2012,45,1596.8,Italia,990724,0.00161175059855217
2012,46,1596.8,Italia,990040,0.0016128641267019513
2012,47,1596.8,Italia,1003945,0.0015905253773862114
2012,48,1596.8,Italia,942201,0.0016947551530936604
2012,49,1596.8,Italia,911129,0.0017525509560117173
2012,50,2263.0,Italia,893523,0.002532671235099712
2012,51,2263.0,Italia,866643,0.002611225152686862
2012,52,2263.0,Italia,846619,0.0026729851326275458
2012,53,2263.0,Italia,809882,0.002794234221775518
2012,54,2263.0,Italia,803027,0.00281808706307509
2012,55,3219.2,Italia,787910,0.004085745833915041
2012,56,3219.2,Italia,774220,0.004157991268631655
2012,57,3219.2,Italia,762656,0.004221038056476314
2012,58,3219.2,Italia,728427,0.004419385882181742
2012,59,3219.2,Italia,717934,0.004483977635827249
2012,60,5062.6,Italia,716525,0.007065489689822407
2012,61,5062.6,Italia,743741,0.006806939512545363
2012,62,5062.6,Italia,748381,0.0067647361437556544
2012,63,5062.6,Italia,781756,0.006475933667282375
2012,64,5062.6,Italia,764571,0.006621491006067455
2012,65,6997.0,Italia,765230,0.009143656155665618
2012,66,6997.0,Italia,590318,0.011852933503637022
2012,67,6997.0,Italia,606259,0.01154127196462238
2012,68,6997.0,Italia,611459,0.011443122106306393
2012,69,6997.0,Italia,606065,0.011544966298994333
2012,70,10824.4,Italia,607771,0.0178099975155116
2012,71,10824.4,Italia,665058,0.016275873683197554
2012,72,10824.4,Italia,650682,0.016635468631374464
2012,73,10824.4,Italia,627641,0.01724616460683735
2012,74,10824.4,Italia,575849,0.018797288872603755
2012,75,15763.6,Italia,535123,0.029457900333194426
2012,76,15763.6,Italia,539128,0.029239067531272724
2012,77,15763.6,Italia,513868,0.03067636046611192
2012,78,15763.6,Italia,489364,0.03221242265471101
2012,79,15763.6,Italia,459929,0.03427398576736844
2012,80,23041.6,Italia,446148,0.051645642253243314
2012,81,23041.6,Italia,442519,0.05206917669071836
2012,82,23041.6,Italia,386199,0.05966250559944484
2012,83,23041.6,Italia,358602,0.06425396400466254
2012,84,23041.6,Italia,329591,0.06990967593168503
2012,85,26218.6,Italia,296097,0.08854733415063307
2012,86,26218.6,Italia,265316,0.0988202746913115
2012,87,26218.6,Italia,234297,0.11190326807428178
2012,88,26218.6,Italia,207364,0.12643756871973919
2012,89,26218.6,Italia,174033,0.15065303706768257
2012,90,16438.0,Italia,147974,0.11108708286590888
2012,91,16438.0,Italia,121814,0.1349434383568391
2012,92,16438.0,Italia,65643,0.25041512423259144
2012,93,16438.0,Italia,40015,0.41079595151818066
2012,94,16438.0,Italia,33261,0.49421244099696343
2012,95,6887.833333333333,Italia,31728,0.2170900571524626
2012,96,6887.833333333333,Italia,30072,0.22904473707546333
2012,97,6887.833333333333,Italia,22796,0.3021509621571036
2012,98,6887.833333333333,Italia,15766,0.4368789377986384
2012,99,6887.833333333333,Italia,10791,0.6382942575603126
2012,100,6887.833333333333,Italia,15435,0.44624770543137887
2013,0,363.0,Italia,534047,0.0006797154557557668
2013,1,363.0,Italia,539163,0.0006732657841877132
2013,2,363.0,Italia,554476,0.0006546721589392508
2013,3,363.0,Italia,563518,0.0006441675332464979
2013,4,363.0,Italia,570533,0.000636247158358938
2013,5,41.4,Italia,568059,7.28797536875571e-05
2013,6,41.4,Italia,568569,7.281438136796062e-05
2013,7,41.4,Italia,564994,7.32751144259939e-05
2013,8,41.4,Italia,569721,7.266714760382714e-05
2013,9,41.4,Italia,565189,7.32498332416236e-05
2013,10,48.2,Italia,561023,8.591448122447744e-05
2013,11,48.2,Italia,566859,8.502996335949504e-05
2013,12,48.2,Italia,576443,8.361624653261468e-05
2013,13,48.2,Italia,566121,8.514080912031174e-05
2013,14,48.2,Italia,566488,8.508565053452148e-05
2013,15,122.0,Italia,565211,0.00021584859459564657
2013,16,122.0,Italia,566829,0.00021523245987767033
2013,17,122.0,Italia,566265,0.00021544683143051398
2013,18,122.0,Italia,575809,0.00021187581298659798
2013,19,122.0,Italia,591398,0.00020629085658050925
2013,20,191.8,Italia,615775,0.00031147740652023875
2013,21,191.8,Italia,615920,0.000311404078451747
2013,22,191.8,Italia,625991,0.00030639418138599437
2013,23,191.8,Italia,626323,0.00030623176859224396
2013,24,191.8,Italia,641705,0.0002988912350690738
2013,25,229.8,Italia,629785,0.00036488642949578033
2013,26,229.8,Italia,634573,0.0003621332770225018
2013,27,229.8,Italia,657302,0.0003496109855135083
2013,28,229.8,Italia,671234,0.0003423545291209921
2013,29,229.8,Italia,685561,0.00033519993115127615
2013,30,312.0,Italia,708941,0.00044009304018246935
2013,31,312.0,Italia,716312,0.00043556439093579333
2013,32,312.0,Italia,734319,0.000424883463453894
2013,33,312.0,Italia,759793,0.0004106381606569158
2013,34,312.0,Italia,801901,0.00038907545943950685
2013,35,531.8,Italia,829672,0.0006409761930015717
2013,36,531.8,Italia,867619,0.0006129418558145914
2013,37,531.8,Italia,910056,0.0005843596438021396
2013,38,531.8,Italia,948332,0.0005607740749020385
2013,39,531.8,Italia,943595,0.0005635892517446573
2013,40,911.0,Italia,953207,0.0009557210553426485
2013,41,911.0,Italia,963786,0.0009452305802325413
2013,42,911.0,Italia,956333,0.0009525970556281128
2013,43,911.0,Italia,983109,0.000926652080288147
2013,44,911.0,Italia,976785,0.0009326515046811734
2013,45,1553.4,Italia,981147,0.0015832489932701217
2013,46,1553.4,Italia,992410,0.0015652804788343529
2013,47,1553.4,Italia,991480,0.0015667486989147537
2013,48,1553.4,Italia,1004959,0.0015457347016146928
2013,49,1553.4,Italia,942955,0.001647374477042913
2013,50,2268.6,Italia,911755,0.0024881684224380453
2013,51,2268.6,Italia,893905,0.0025378535750443278
2013,52,2268.6,Italia,866845,0.0026170768707208325
2013,53,2268.6,Italia,846433,0.002680188508718351
2013,54,2268.6,Italia,809359,0.002802958884747065
2013,55,3184.8,Italia,802167,0.003970245597238481
2013,56,3184.8,Italia,786720,0.004048200122025626
2013,57,3184.8,Italia,772508,0.00412267575222522
2013,58,3184.8,Italia,760620,0.0041871105151060975
2013,59,3184.8,Italia,726109,0.00438611833760496
2013,60,4813.4,Italia,715114,0.006730954784831509
2013,61,4813.4,Italia,713207,0.006748952267714702
2013,62,4813.4,Italia,739579,0.006508297288051715
2013,63,4813.4,Italia,743703,0.006472207319319674
2013,64,4813.4,Italia,776235,0.006200957184357829
2013,65,7012.0,Italia,758494,0.009244634763096346
2013,66,7012.0,Italia,758422,0.009245512392836705
2013,67,7012.0,Italia,584348,0.011999698809613449
2013,68,7012.0,Italia,599574,0.011694970095434425
2013,69,7012.0,Italia,603954,0.01161015574033784
2013,70,10417.8,Italia,597855,0.01742529543116642
2013,71,10417.8,Italia,598679,0.01740131188834083
2013,72,10417.8,Italia,654284,0.015922443464917373
2013,73,10417.8,Italia,638890,0.016306093380707164
2013,74,10417.8,Italia,614915,0.016941853752144603
2013,75,15366.2,Italia,562945,0.027296094645125193
2013,76,15366.2,Italia,521467,0.029467252961357097
2013,77,15366.2,Italia,523877,0.029331694271746995
2013,78,15366.2,Italia,497244,0.030902735880171506
2013,79,15366.2,Italia,471533,0.03258775101636577
2013,80,22176.4,Italia,440802,0.050309209123370585
2013,81,22176.4,Italia,425307,0.05214209970680003
2013,82,22176.4,Italia,418846,0.052946428997770065
2013,83,22176.4,Italia,362879,0.06111238181322149
2013,84,22176.4,Italia,334025,0.06639143776663424
2013,85,25478.8,Italia,303765,0.08387668098694714
2013,86,25478.8,Italia,270045,0.09435020089244385
2013,87,25478.8,Italia,238677,0.10675012674032269
2013,88,25478.8,Italia,207767,0.12263160174618683
2013,89,25478.8,Italia,180975,0.14078629644978588
2013,90,17816.8,Italia,149299,0.11933636528041044
2013,91,17816.8,Italia,124431,0.14318618350732534
2013,92,17816.8,Italia,100196,0.17781947383129065
2013,93,17816.8,Italia,52870,0.33699262341592584
2013,94,17816.8,Italia,31384,0.5677032882997706
2013,95,6091.333333333333,Italia,25510,0.23878217692408205
2013,96,6091.333333333333,Italia,23522,0.25896324008729416
2013,97,6091.333333333333,Italia,21639,0.2814979127193185
2013,98,6091.333333333333,Italia,16125,0.3777571059431524
2013,99,6091.333333333333,Italia,10705,0.5690175930250662
2013,100,6091.333333333333,Italia,16205,0.3758922143371387
2014,0,343.4,Italia,512140,0.0006705197797477252
2014,1,343.4,Italia,533916,0.0006431723342248593
2014,2,343.4,Italia,540449,0.0006353976045843363
2014,3,343.4,Italia,556034,0.0006175881330997744
2014,4,343.4,Italia,565065,0.0006077176961942431
2014,5,41.2,Italia,571660,7.207081132141483e-05
2014,6,41.2,Italia,569197,7.238267243151317e-05
2014,7,41.2,Italia,569486,7.234594002310856e-05
2014,8,41.2,Italia,565785,7.281918043072899e-05
2014,9,41.2,Italia,570842,7.217408669999755e-05
2014,10,48.2,Italia,565982,8.516171892392338e-05
2014,11,48.2,Italia,561945,8.577351876073282e-05
2014,12,48.2,Italia,567704,8.490340036356975e-05
2014,13,48.2,Italia,577668,8.34389303198377e-05
2014,14,48.2,Italia,567354,8.49557771691043e-05
2014,15,113.0,Italia,567577,0.0001990919293769832
2014,16,113.0,Italia,566463,0.0001994834614087769
2014,17,113.0,Italia,568311,0.00019883479292148138
2014,18,113.0,Italia,568901,0.0001986285838836634
2014,19,113.0,Italia,579167,0.00019510780137680495
2014,20,175.4,Italia,594700,0.000294938624516563
2014,21,175.4,Italia,619721,0.0002830305895717589
2014,22,175.4,Italia,620480,0.0002826843733883445
2014,23,175.4,Italia,631701,0.00027766300829031455
2014,24,175.4,Italia,632953,0.00027711378253993585
2014,25,213.8,Italia,648419,0.0003297250697465682
2014,26,213.8,Italia,636582,0.0003358561819215749
2014,27,213.8,Italia,641031,0.00033352521172922995
2014,28,213.8,Italia,663290,0.0003223326146934222
2014,29,213.8,Italia,676818,0.00031588994382537107
2014,30,282.0,Italia,690730,0.0004082637209908358
2014,31,282.0,Italia,714079,0.0003949142881950036
2014,32,282.0,Italia,720876,0.00039119071795981554
2014,33,282.0,Italia,738827,0.0003816861051369265
2014,34,282.0,Italia,764214,0.000369006587160141
2014,35,507.6,Italia,806028,0.0006297547976000834
2014,36,507.6,Italia,833437,0.0006090442348971788
2014,37,507.6,Italia,871033,0.0005827563364419029
2014,38,507.6,Italia,912952,0.0005559985629036357
2014,39,507.6,Italia,951165,0.0005336613521313337
2014,40,860.8,Italia,945705,0.0009102204175720758
2014,41,860.8,Italia,955513,0.0009008773297694536
2014,42,860.8,Italia,965669,0.000891402747732401
2014,43,860.8,Italia,958096,0.0008984485897029107
2014,44,860.8,Italia,984531,0.0008743249323789703
2014,45,1477.4,Italia,978283,0.0015101969471001747
2014,46,1477.4,Italia,982281,0.0015040502666752182
2014,47,1477.4,Italia,992630,0.0014883692816054321
2014,48,1477.4,Italia,991370,0.0014902609520158973
2014,49,1477.4,Italia,1004792,0.0014703540633285298
2014,50,2275.8,Italia,942604,0.002414375495966493
2014,51,2275.8,Italia,911065,0.002497955689220857
2014,52,2275.8,Italia,893005,0.0025484739727101194
2014,53,2275.8,Italia,865620,0.0026290982186178693
2014,54,2275.8,Italia,845199,0.002692620317818644
2014,55,3156.2,Italia,807908,0.003906632933452819
2014,56,3156.2,Italia,800398,0.003943288214113478
2014,57,3156.2,Italia,784350,0.004023968891438771
